seasonType,eventId,teamId,homeAway,winner,formation,active,starter,jersey,athleteId,athleteDisplayName,position,formationPlace,subbedIn,subbedInForAthleteId,subbedInForAthleteJersey,subInAthleteId,subInClockValue,subInDisplayClock,subbedOut,subbedOutForAthleteId,subbedOutForAthleteJersey,subOutAthleteId,subOutClockValue,subOutDisplayClock,updateTime
13102,726686,9725,home,0,4-3-3,1,1,24,361167,Trevor Mulqueen,Goalkeeper,1,0,0,-1,,,,0,0,-1,,,,2025-04-27 04:56:35
13102,726686,9725,home,0,4-3-3,1,1,27,293814,Bryce Washington,Right Back,2,0,0,-1,,,,0,0,-1,,,,2025-04-27 04:56:35
13102,726686,9725,home,0,4-3-3,1,1,11,241016,Patrick Burner,Left Back,3,0,0,-1,,,,1,288119,10,288119.0,4380.0,73',2025-04-27 04:56:35
13102,726686,9725,home,0,4-3-3,1,1,15,317488,Michael Maldonado,Center Midfielder,4,0,0,-1,,,,0,0,-1,,,,2025-04-27 04:56:35
13102,726686,9725,home,0,4-3-3,1,1,20,217000,Conor Donovan,Center Right Defender,5,0,0,-1,,,,1,236428,55,236428.0,4980.0,83',2025-04-27 04:56:35
13102,726686,9725,home,0,4-3-3,1,1,4,294178,Justin Malou,Center Left Defender,6,0,0,-1,,,,0,0,-1,,,,2025-04-27 04:56:35
13102,726686,9725,home,0,4-3-3,1,1,14,273658,Rafael Duizit Mentzingen,Right Midfielder,7,0,0,-1,,,,0,0,-1,,,,2025-04-27 04:56:35
13102,726686,9725,home,0,4-3-3,1,1,13,318907,Louis Pérez,Left Midfielder,8,0,0,-1,,,,0,0,-1,,,,2025-04-27 04:56:35
13102,726686,9725,home,0,4-3-3,1,1,9,217997,Oalex Anderson,Forward,9,0,0,-1,,,,1,286805,16,286805.0,4380.0,73',2025-04-27 04:56:35
13102,726686,9725,home,0,4-3-3,1,1,8,316468,Pedro Dolabella,Right Forward,10,0,0,-1,,,,0,0,-1,,,,2025-04-27 04:56:35
13102,726686,9725,home,0,4-3-3,1,1,26,330015,Adam Luckhurst,Left Forward,11,0,0,-1,,,,1,302900,7,302900.0,2700.0,45',2025-04-27 04:56:35
13102,726686,9725,home,0,4-3-3,1,0,25,216997,Akira Fitzgerald,Substitute,0,0,0,-1,,,,0,0,-1,,,,2025-04-27 04:56:35
13102,726686,9725,home,0,4-3-3,1,0,17,188911,Collin Martin,Substitute,0,0,0,-1,,,,0,0,-1,,,,2025-04-27 04:56:35
13102,726686,9725,home,0,4-3-3,1,0,66,384323,Finn Sundstrom,Substitute,0,0,0,-1,,,,0,0,-1,,,,2025-04-27 04:56:35
13102,726686,9725,home,0,4-3-3,1,0,71,382517,Jayson Quintanilla,Substitute,0,0,0,-1,,,,0,0,-1,,,,2025-04-27 04:56:35
13102,726686,9725,home,0,4-3-3,1,0,44,305953,Raheem Somersall,Substitute,0,0,0,-1,,,,0,0,-1,,,,2025-04-27 04:56:35
13102,726686,9725,home,0,4-3-3,1,0,7,302900,Evan Conway,Substitute,0,1,330015,26,330015.0,2700.0,45',0,0,-1,,,,2025-04-27 04:56:35
13102,726686,9725,home,0,4-3-3,1,0,10,288119,Jaden Servania,Substitute,0,1,241016,11,241016.0,4380.0,73',0,0,-1,,,,2025-04-27 04:56:35
13102,726686,9725,home,0,4-3-3,1,0,16,286805,Rodrigo da Costa,Substitute,0,1,217997,9,217997.0,4380.0,73',0,0,-1,,,,2025-04-27 04:56:35
13102,726686,9725,home,0,4-3-3,1,0,55,236428,Triston Hodge,Substitute,0,1,217000,20,217000.0,4980.0,83',0,0,-1,,,,2025-04-27 04:56:35
13102,726686,17826,away,1,5-4-1,1,1,28,280287,Matt Levy,Goalkeeper,1,0,0,-1,,,,0,0,-1,,,,2025-04-26 04:54:19
13102,726686,17826,away,1,5-4-1,1,1,13,304133,Anton Sorenson,Right Back,2,0,0,-1,,,,0,0,-1,,,,2025-04-26 04:54:19
13102,726686,17826,away,1,5-4-1,1,1,2,254294,Fabrice Ngah,Left Back,3,0,0,-1,,,,1,381420,18,381420.0,4140.0,69',2025-04-26 04:54:19
13102,726686,17826,away,1,5-4-1,1,1,4,339148,Nick Spielman,Center Left Defender,4,0,0,-1,,,,0,0,-1,,,,2025-04-26 04:54:19
13102,726686,17826,away,1,5-4-1,1,1,5,326304,Javen Romero,Center Defender,5,0,0,-1,,,,0,0,-1,,,,2025-04-26 04:54:19
13102,726686,17826,away,1,5-4-1,1,1,17,289142,Clay Dimick,Center Right Defender,6,0,0,-1,,,,0,0,-1,,,,2025-04-26 04:54:19
13102,726686,17826,away,1,5-4-1,1,1,15,304323,Rafael Jauregui,Right Midfielder,7,0,0,-1,,,,1,315640,26,315640.0,5340.0,89',2025-04-26 04:54:19
13102,726686,17826,away,1,5-4-1,1,1,11,360319,Bachir Ndiaye,Center Right Midfielder,8,0,0,-1,,,,0,0,-1,,,,2025-04-26 04:54:19
13102,726686,17826,away,1,5-4-1,1,1,99,254015,Christian Chaney,Forward,9,0,0,-1,,,,0,0,-1,,,,2025-04-26 04:54:19
13102,726686,17826,away,1,5-4-1,1,1,6,303617,Omar Ciss,Center Left Midfielder,10,0,0,-1,,,,1,318882,80,318882.0,4140.0,69',2025-04-26 04:54:19
